"gender_feedback","admin_shown","sciences_shown","public_shown","female_pick","admin_pick","sciences_pick","public_pick","citizenship","gender","base_gender","choice1","choice2","choice3","choice4","choice5","choice6","choice7","gender_region","female_eastern","female_western","race","age","gender_code","race_code"
0,1,1,1,0,0,0,0,"Eastern","Man",2,"Raymond","Xinyuan","Jong-sei","Kyongae","Thida","Sandu","Krasae","Male_Eastern",0,0,"White / Caucasian",73,1,1
0,0,0,0,1,0,0,1,"Eastern","Woman",1,"Ping","Sung-chul","Bok-ryeo","Xinyuan","Ghillean","Renato","Kesree","Female_Eastern",1,0,"White / Caucasian",27,0,1
1,1,1,0,0,0,0,0,"Eastern","Woman",1,"Alastair","Shareen","Garry","Jong-sei","Dino","Xinyuan","Krasae","Male_Eastern",0,0,"White / Caucasian",29,0,1
1,0,1,1,0,0,1,1,"Eastern","Woman",1,"Jinghua","Nidhi","Miaoqing","Gernulf","Dino","Xinyuan","Kwang-je","Male_Eastern",0,0,"White / Caucasian",81,0,1
1,1,1,0,0,0,1,1,"Eastern","Woman",0,"Renato","Alastair","Kitti","Dino","Ian","Xuetao","Shaiwatna","Male_Eastern",0,0,"White / Caucasian",44,0,1
1,0,1,1,0,0,0,1,"Western","Woman",3,"Anty","Mechtild","Roberto","Somsak","Gerardo","Niyada","Ditmar","Male_Western",0,0,"White / Caucasian",30,0,1
0,1,1,1,1,0,1,0,"Eastern","Woman",1,"Choon-mie","Kwang-je","Demetrio","Shenggen","Lionello","Ciro","Chumsri","Female_Eastern",1,0,"White / Caucasian",66,0,1
1,0,1,1,1,0,1,1,"Western","Man",2,"Russell","Renato","Pasuk","Lionello","Dino","Mariassunta","Shareen","Female_Western",0,1,"White / Caucasian",60,1,1
0,1,1,1,1,0,1,1,"Western","Woman",2,"Thida","Ghillean","Jong-sei","Somsak","Alastair","Maria","Shareen","Female_Western",0,1,"White / Caucasian",60,0,1
1,1,1,0,1,0,0,1,"Eastern","Man",0,"Banjerd","Xuetao","Alastair","Renato","Ludger","Job-Gunter","Miaoqing","Female_Eastern",1,0,"Black or African American",37,1,0
1,0,1,1,1,0,0,1,"Western","Woman",1,"Somsak","Sandu","Ludger","Heike","Xuetao","Nidhi","Ailsa","Female_Western",0,1,"White / Caucasian",60,0,1
0,1,1,1,0,0,0,1,"Western","Man",0,"Xuetao","Engelbert","Jan","Alastair","Kwang-je","Shenggen","Garry","Male_Western",0,0,"White / Caucasian",34,1,1
0,1,1,1,1,0,0,1,"Eastern","Woman",0,"Xuetao","Banjerd","Gerardo","Engelbert","In-jin","Udo","Kobchitt","Female_Eastern",1,0,"Asian / Pacific Islander",48,0,0
0,1,1,1,0,0,0,1,"Western","Woman",3,"Udo","Mariassunta","Canfa","Baek-in","Greta","Rachel","Ditmar","Male_Western",0,0,"Black or African American",33,0,0
1,1,1,0,1,0,0,1,"Western","Woman",2,"Krisana","Krasae","Rachel","Job-Gunter","Sujin","Dino","Heike","Female_Western",0,1,"White / Caucasian",32,0,1
0,1,1,1,0,0,0,1,"Western","Woman",0,"Xinyuan","Sung-chul","Arun","Xuetao","Pichaet","Engelbert","Garry","Male_Western",0,0,"Asian / Pacific Islander",34,0,0
0,0,0,0,0,0,1,0,"Eastern","Man",1,"Shenggen","Miaoqing","Alastair","Pichaet","Russell","Shaiwatna","Longjin","Male_Eastern",0,0,"White / Caucasian",26,1,1
1,1,1,0,0,0,1,0,"Eastern","Woman",3,"Hei-sook","Bong-ho","Roberto","Yunhui","Heike","Udo","Jong-sei","Male_Eastern",0,0,"White / Caucasian",53,0,1
0,1,1,1,0,0,0,1,"Eastern","Woman",2,"Krasae","Mariassunta","Arun","In-young","Kwang-je","Dino","Ping","Male_Eastern",0,0,"White / Caucasian",60,0,1
0,1,1,1,0,0,0,1,"Western","Woman",1,"Xuhua","Jong-sei","Allen","Isabel","Canfa","Jinghua","Engelbert","Male_Western",0,0,"White / Caucasian",55,0,1
0,1,1,1,1,0,0,1,"Western","Woman",1,"Roberto","In-ho","Raymond","Bong-ho","Sandu","Somsak","Ailsa","Female_Western",0,1,"White / Caucasian",59,0,1
1,1,1,0,1,0,0,1,"Eastern","Man",0,"Demetrio","Roberto","Canfa","Ky-chun","Gernulf","Allen","Niyada","Female_Eastern",1,0,"White / Caucasian",49,1,1
0,1,1,1,0,0,0,1,"Eastern","Woman",1,"Engelbert","Luis","Heike","Shenggen","Job-Gunter","Allen","Xuetao","Male_Eastern",0,0,"White / Caucasian",40,0,1
0,1,1,1,0,0,0,1,"Western","Woman",1,"Sung-chul","Xinyuan","Alastair","Canfa","Xuetao","Rachel","Roberto","Male_Western",0,0,"White / Caucasian",39,0,1
1,1,1,0,0,0,0,1,"Western","Woman",2,"Alastair","Ping","Kesree","Xiaoyi","Nidhi","Krasae","Gontard","Male_Western",0,0,"White / Caucasian",38,0,1
0,1,1,1,0,0,0,1,"Western","Woman",2,"Canfa","Rachel","Engelbert","Krasae","Xinyuan","Thida","Arun","Male_Western",0,0,"White / Caucasian",44,0,1
1,1,0,1,0,0,0,1,"Western","Woman",1,"Garry","Dino","Niyada","Shaiwatna","Willis","Job-Gunter","Gernulf","Male_Western",0,0,"White / Caucasian",40,0,1
0,1,1,1,1,0,1,1,"Eastern","Man",0,"Xinyuan","Kwang-je","Alastair","Canfa","Renato","Engelbert","Zhizhen","Female_Eastern",1,0,"White / Caucasian",64,1,1
1,1,1,0,1,0,1,1,"Western","Woman",0,"Xinyuan","Ciro","Renato","Kwang-je","Roberto","Krasae","Dorothy","Female_Western",0,1,"White / Caucasian",31,0,1
0,1,1,1,0,0,1,1,"Eastern","Woman",2,"Engelbert","Mandy","In-jin","Renata","Ciro","Ludger","Kwang-je","Male_Eastern",0,0,"White / Caucasian",35,0,1
0,1,1,1,0,0,1,0,"Eastern","Man",1,"Canfa","Nidhi","Russell","Ping","Junliang","Greta","Sung-chul","Male_Eastern",0,0,"White / Caucasian",55,1,1
1,0,1,1,1,0,1,1,"Western","Man",0,"Somsak","Garry","Luis","Longjin","Xuhua","Sandu","Maria","Female_Western",0,1,"White / Caucasian",30,1,1
0,1,1,1,1,0,0,0,"Eastern","Man",2,"Pilai","Xinyuan","Somran","Krasae","Catriona","Sung-chul","Hei-sook","Female_Eastern",1,0,"White / Caucasian",42,1,1
1,1,1,0,0,0,0,1,"Eastern","Man",2,"Xiaoyi","Canfa","Saksri","Udo","Kesree","Gontard","Shenggen","Male_Eastern",0,0,"Black or African American",53,1,0
0,1,1,1,1,0,1,1,"Eastern","Woman",2,"Lionello","Pasuk","Jinghua","Mariassunta","Pichaet","Sujin","Kyongae","Female_Eastern",1,0,"Hispanic / Latinx",33,0,0
1,1,0,1,0,0,0,1,"Western","Woman",3,"Miaoqing","Krasae","Engelbert","Udo","Lucetta","Anthea","Lionello","Male_Western",0,0,"White / Caucasian",71,0,1
0,1,1,1,0,0,0,1,"Western","Woman",1,"Jinghua","Ludger","Claus-Peter","Lionello","Lucetta","Somran","Udo","Male_Western",0,0,"White / Caucasian",35,0,1
1,1,1,0,0,0,1,1,"Western","Man",2,"Allen","Mariassunta","In-young","Weilie","Pichaet","Demetrio","Sandu","Male_Western",0,0,"Hispanic / Latinx",34,1,0
0,1,1,1,0,0,0,1,"Eastern","Man",0,"Xinyuan","Allen","Ludger","Yong-pil","Somsak","Ciro","Shenggen","Male_Eastern",0,0,"White / Caucasian",72,1,1
1,1,1,0,1,0,1,1,"Western","Woman",0,"Kwang-je","Xuhua","Sandu","Shaiwatna","Ian","Wedig","Dorothy","Female_Western",0,1,"Black or African American",49,0,0
1,1,0,1,0,0,1,1,"Eastern","Woman",2,"Xiaoyi","Demetrio","Canfa","Kobchitt","In-jin","Jong-sei","Sujin","Male_Eastern",0,0,"White / Caucasian",48,0,1
0,1,1,1,0,0,1,1,"Eastern","Man",2,"Choong-soo","Mandy","Krasae","Dino","Somran","Thida","Xinyuan","Male_Eastern",0,0,"Asian / Pacific Islander",44,1,0
1,1,0,1,1,0,0,1,"Eastern","Woman",1,"Engelbert","Arun","Ping","Kyongae","Canfa","Willis","Niyada","Female_Eastern",1,0,"White / Caucasian",35,0,1
1,1,1,0,1,0,0,1,"Western","Woman",1,"Weilie","Krisana","Wedig","Choong-soo","Bong-ho","Krasae","Catriona","Female_Western",0,1,"Asian / Pacific Islander",38,0,0
1,1,1,0,0,0,1,1,"Western","Man",0,"Jan","In-jin","Raymond","Yong-pil","Somran","Engelbert","Alastair","Male_Western",0,0,"White / Caucasian",38,1,1
0,1,1,1,1,0,1,1,"Eastern","Woman",1,"Xinyuan","Kwang-je","Ping","Canfa","Rachel","Job-Gunter","Sung-hee","Female_Eastern",1,0,"White / Caucasian",54,0,1
0,1,1,1,0,0,1,1,"Eastern","Woman",2,"Maria","Udo","Ian","Roberto","Luis","Jean","Shaiwatna","Male_Eastern",0,0,"White / Caucasian",55,0,1
1,1,0,1,0,0,0,1,"Eastern","Man",2,"In-ho","In-jin","Xinyuan","Sandu","Thida","Raymond","Shenggen","Male_Eastern",0,0,"Asian / Pacific Islander",54,1,0
0,1,1,1,1,0,1,1,"Eastern","Man",1,"Gernulf","Willis","In-jin","Xinyuan","Lucetta","Arun","Sung-hee","Female_Eastern",1,0,"White / Caucasian",35,1,1
0,1,1,1,0,0,1,0,"Eastern","Woman",1,"Sung-chul","Longjin","Mariassunta","Roberto","Sujin","Ghillean","Xuhua","Male_Eastern",0,0,"Asian / Pacific Islander",30,0,0
0,1,1,1,0,0,0,0,"Eastern","Man",0,"Xinyuan","Ping","Sandu","Ciro","Lionello","Ludger","Choong-soo","Male_Eastern",0,0,"White / Caucasian",30,1,1
1,1,1,0,1,0,0,1,"Western","Man",1,"Ian","Job-Gunter","Jan","Russell","Augusta","Gerardo","Catriona","Female_Western",0,1,"White / Caucasian",40,1,1
1,0,1,1,1,0,0,1,"Western","Woman",0,"Sandu","Krasae","Xuhua","Weilie","Gerardo","Lionello","Jean","Female_Western",0,1,"White / Caucasian",60,0,1
1,1,1,0,0,0,1,0,"Eastern","Man",1,"Krasae","Hwa-jin","Lionello","Demetrio","Sung-chul","Ciro","Longjin","Male_Eastern",0,0,"Hispanic / Latinx",46,1,0
0,1,1,1,1,0,0,1,"Western","Woman",0,"Raymond","Somran","Gerardo","Yong-pil","Sujin","Xuetao","Alma","Female_Western",0,1,"White / Caucasian",35,0,1
1,1,1,0,0,0,1,1,"Western","Woman",1,"Xuetao","Engelbert","Ghillean","Alma","In-jin","Xinyuan","Sandu","Male_Western",0,0,"White / Caucasian",71,0,1
1,1,1,0,0,0,0,1,"Western","Woman",1,"Canfa","In-jin","Banjerd","Arun","Xinyuan","Yinhe","Job-Gunter","Male_Western",0,0,"Hispanic / Latinx",32,0,0
1,0,1,1,0,0,0,0,"Eastern","Man",2,"Catharine","Udo","Shaiwatna","Jong-sei","Luis","Eugenia","Saksri","Male_Eastern",0,0,"White / Caucasian",57,1,1
1,1,0,1,1,0,1,1,"Western","Man",0,"Pichaet","Alastair","Jong-sei","Gontard","Shaiwatna","Xinyuan","Maria","Female_Western",0,1,"White / Caucasian",50,1,1
1,0,1,1,0,0,0,0,"Eastern","Woman",1,"Raymond","Renato","Shaiwatna","Engelbert","Dorothy","Allen","Saksri","Male_Eastern",0,0,"White / Caucasian",26,0,1
0,1,1,1,0,0,0,0,"Eastern","Man",3,"Ping","Maria","Mandy","Ian","Isabel","Bong-ho","Junliang","Male_Eastern",0,0,"White / Caucasian",58,1,1
0,1,1,1,0,0,1,1,"Western","Woman",1,"Somran","Xuetao","Ciro","Jong-sei","Li","Alastair","Sandu","Male_Western",0,0,"Hispanic / Latinx",49,0,0
0,1,1,1,1,0,0,1,"Western","Man",0,"Nidhi","Kitti","Lionello","Xinyuan","Dino","Job-Gunter","Rachel","Female_Western",0,1,"White / Caucasian",39,1,1
1,1,1,0,0,0,0,1,"Eastern","Another gender not listed here:",2,"Udo","Bok-ryeo","Canfa","Alastair","Yinhe","Longjin","Baek-in","Male_Eastern",0,0,"American Indian or Alaskan Native",24,0,0
0,1,1,1,0,0,0,1,"Eastern","Woman",0,"Xinyuan","Jong-sei","Alastair","Pichaet","Ghillean","In-jin","Canfa","Male_Eastern",0,0,"White / Caucasian",34,0,1
0,1,1,1,0,0,0,0,"Eastern","Woman",3,"Pasuk","Yong-pil","Shenggen","Krasae","Ana","Zhizhen","Choong-soo","Male_Eastern",0,0,"White / Caucasian",70,0,1
0,1,1,1,1,0,0,1,"Western","Man",1,"Kobchitt","Yong-pil","Choong-soo","Roberto","Luis","Gernulf","Heike","Female_Western",0,1,"Hispanic / Latinx",39,1,0
1,0,1,1,0,0,1,1,"Western","Woman",2,"Gernulf","Ian","Krasae","Xinyuan","Jean","Ana","Alastair","Male_Western",0,0,"White / Caucasian",45,0,1
1,1,1,0,0,0,1,1,"Eastern","Man",2,"Pichaet","Anthea","Dora","Shenggen","Arun","Claus-Peter","Shaiwatna","Male_Eastern",0,0,"White / Caucasian",49,1,1
0,0,0,0,0,0,1,1,"Eastern","Man",2,"Yinhe","Yeong-hui","Shenggen","Xinyuan","Gontard","Ciro","Shaiwatna","Male_Eastern",0,0,"White / Caucasian",39,1,1
1,1,0,1,0,0,0,0,"Eastern","Man",0,"Ping","Somran","Ditmar","Gontard","Willis","Shenggen","Ky-chun","Male_Eastern",0,0,"White / Caucasian",48,1,1
0,1,1,1,1,0,0,1,"Eastern","Man",0,"Krasae","Alastair","Jinghua","Longjin","Sujin","Gontard","Thida","Female_Eastern",1,0,"White / Caucasian",31,1,1
1,1,0,1,1,0,0,1,"Western","Man",1,"Shenggen","Arun","Xuetao","Ludger","Isabel","Raymond","Mandy","Female_Western",0,1,"White / Caucasian",81,1,1
0,1,1,1,0,0,0,1,"Eastern","Woman",1,"Job-Gunter","Ditmar","Yong-pil","Kitti","Xiaoyi","Arun","Somsak","Male_Eastern",0,0,"White / Caucasian",33,0,1
0,1,1,1,0,0,1,0,"Eastern","Woman",0,"Shenggen","Gerardo","Lino","Dino","Banjerd","Ditmar","Jong-sei","Male_Eastern",0,0,"Asian / Pacific Islander",34,0,0
0,1,1,1,0,0,1,1,"Western","Man",2,"Arun","Mandy","Canfa","Yong-pil","Raymond","Yinhe","Ciro","Male_Western",0,0,"White / Caucasian",36,1,1
0,1,1,1,0,0,0,1,"Western","Woman",2,"Ditmar","Alastair","Renato","Ailsa","Saksri","Kobchitt","Jan","Male_Western",0,0,"White / Caucasian",36,0,1
1,1,1,0,1,0,0,1,"Western","Woman",1,"Xinyuan","Ghillean","Engelbert","Sujin","Greta","Jong-sei","Ailsa","Female_Western",0,1,"White / Caucasian",56,0,1
0,1,1,1,0,0,0,1,"Western","Man",0,"Demetrio","Sandu","Canfa","In-jin","Gontard","Xuetao","Jan","Male_Western",0,0,"Asian / Pacific Islander",40,1,0
1,1,1,0,1,0,0,1,"Eastern","Woman",3,"Ping","Rachel","Xinyuan","Dora","Krasae","Isabel","Niyada","Female_Eastern",1,0,"White / Caucasian",32,0,1
1,1,1,0,1,0,1,1,"Eastern","Woman",1,"Yunhui","Krasae","Xuetao","Engelbert","Alastair","Shenggen","Runglawan","Female_Eastern",1,0,"White / Caucasian",66,0,1
1,1,1,0,1,0,0,1,"Western","Woman",1,"Somran","Sung-chul","Dino","Alastair","Pilai","Engelbert","Mandy","Female_Western",0,1,"Hispanic / Latinx",31,0,0
0,1,1,1,1,0,1,1,"Eastern","Woman",2,"Kesree","Yong-pil","Shenggen","Ky-chun","Xuetao","Hei-sook","Yunhui","Female_Eastern",1,0,"Hispanic / Latinx",39,0,0
0,1,1,1,0,0,0,0,"Western","Man",1,"Hong-nam","Engelbert","Gernulf","Ky-chun","Longjin","Sung-chul","Lino","Male_Western",0,0,"White / Caucasian",35,1,1
1,0,1,1,0,0,1,0,"Eastern","Man",1,"Gernulf","Nidhi","Canfa","Engelbert","Arun","Greta","Jong-sei","Male_Eastern",0,0,"Hispanic / Latinx",36,1,0
1,1,1,0,0,0,1,1,"Eastern","Woman",1,"Junliang","Garry","Shareen","Xinyuan","Jong-sei","Xuhua","Kitti","Male_Eastern",0,0,"Asian / Pacific Islander",46,0,0
1,1,0,1,0,0,1,1,"Western","Woman",1,"Xinyuan","Krasae","Kitti","Ludger","Ciro","Miaoqing","Dino","Male_Western",0,0,"White / Caucasian",33,0,1
0,1,1,1,0,0,0,0,"Western","Man",2,"Lucetta","Ludger","Russell","Raymond","Shaiwatna","Hong-nam","Claus-Peter","Male_Western",0,0,"White / Caucasian",47,1,1
0,1,1,1,1,0,1,1,"Western","Woman",0,"Gontard","Xinyuan","Xuetao","Arun","In-jin","Banjerd","Shareen","Female_Western",0,1,"White / Caucasian",57,0,1
1,0,1,1,1,0,0,1,"Western","Woman",2,"Kyongae","Russell","Xinyuan","Engelbert","Jong-sei","Ailsa","Mechtild","Female_Western",0,1,"Hispanic / Latinx",29,0,0
1,0,1,1,1,0,0,1,"Western","Man",3,"Mandy","Choon-mie","Udo","Luis","Gernulf","Lucetta","Isabel","Female_Western",0,1,"White / Caucasian",36,1,1
0,1,1,1,0,0,1,1,"Eastern","Man",1,"Rachel","Roberto","Kil-nam","Gernulf","Garry","Banjerd","Somran","Male_Eastern",0,0,"White / Caucasian",26,1,1
0,1,1,1,1,0,1,1,"Eastern","Man",1,"Ailsa","Sujin","Shaiwatna","Ditmar","Baek-in","Weilie","Kyongae","Female_Eastern",1,0,"White / Caucasian",64,1,1
0,1,1,1,0,0,1,1,"Western","Woman",2,"Bong-ho","Ludger","Yong-pil","Ana","Alastair","Stefania","Sandu","Male_Western",0,0,"Black or African American",45,0,0
0,1,1,1,1,0,1,1,"Eastern","Man",2,"Isabel","Mandy","Jong-sei","Yong-pil","Saksri","Engelbert","Pilai","Female_Eastern",1,0,"White / Caucasian",69,1,1
0,1,1,1,0,0,1,1,"Western","Woman",2,"Kwang-je","Ailsa","Weilie","Ping","Melanie","Krasae","Luis","Male_Western",0,0,"White / Caucasian",46,0,1
1,0,1,1,0,0,1,1,"Western","Man",1,"Jong-sei","Zhizhen","Xuhua","Xinyuan","Willis","Saksri","Sandu","Male_Western",0,0,"Hispanic / Latinx",41,1,0
0,1,1,1,1,0,0,1,"Eastern","Man",1,"Sung-chul","Wedig","Lionello","Saksri","Ethel","Canfa","Thida","Female_Eastern",1,0,"White / Caucasian",31,1,1
1,1,1,0,1,0,0,1,"Western","Non-binary",0,"Baek-in","Saksri","Somran","Canfa","Engelbert","Wedig","Greta","Female_Western",0,1,"White / Caucasian",30,0,1
0,1,1,1,0,0,0,0,"Eastern","Woman",1,"Anty","Pichaet","Xinyuan","Xuetao","Roberto","Jinghua","Krasae","Male_Eastern",0,0,"White / Caucasian",69,0,1
0,1,1,1,0,0,0,0,"Eastern","Woman",1,"Alastair","Greta","Ferdinando","Dino","Shenggen","Shaiwatna","Krasae","Male_Eastern",0,0,"White / Caucasian",47,0,1
0,1,1,1,0,0,0,1,"Western","Woman",1,"Ferdinando","Mandy","Xuetao","Ludger","Sung-chul","Sujin","Raymond","Male_Western",0,0,"White / Caucasian",53,0,1
1,1,1,0,0,0,0,0,"Eastern","Man",1,"Xuhua","Sandu","Xinyuan","Pichaet","Luis","Runglawan","Choong-soo","Male_Eastern",0,0,"White / Caucasian",31,1,1
1,0,1,1,0,0,1,1,"Eastern","Woman",2,"In-jin","Canfa","Udo","Ailsa","Sucheng","Krasae","Kwang-je","Male_Eastern",0,0,"American Indian or Alaskan Native",34,0,0
1,1,1,0,0,0,0,0,"Eastern","Man",1,"Shenggen","Sujin","Pichaet","Sucheng","Weilie","Gernulf","Yong-pil","Male_Eastern",0,0,"Black or African American",34,1,0
1,0,1,1,0,0,0,1,"Western","Woman",1,"Alastair","In-jin","Bok-ryeo","Xinyuan","Kwang-je","Banjerd","Willis","Male_Western",0,0,"White / Caucasian",50,0,1
0,1,1,1,0,0,0,1,"Western","Woman",2,"Weilie","Thida","Demetrio","Alma","Pichaet","Xuhua","Garry","Male_Western",0,0,"Black or African American",45,0,0
1,0,1,1,1,0,0,1,"Eastern","Man",2,"Shaiwatna","Ailsa","Ping","Eugenia","Pichaet","Bong-ho","Xiaoyi","Female_Eastern",1,0,"Asian / Pacific Islander",48,1,0
0,1,1,1,0,0,1,1,"Eastern","Man",1,"Raymond","Catriona","Gontard","Lionello","Gerardo","Krasae","Pichaet","Male_Eastern",0,0,"White / Caucasian",50,1,1
1,0,1,1,0,0,0,1,"Western","Man",2,"Xuetao","Kwang-je","Ghillean","Shareen","Arunrat","Shenggen","Arun","Male_Western",0,0,"White / Caucasian",58,1,1
0,1,1,1,0,0,0,0,"Eastern","Woman",0,"Krasae","Pichaet","Choong-soo","Ludger","Sandu","Garry","Ky-chun","Male_Eastern",0,0,"Hispanic / Latinx",29,0,0
0,1,1,1,0,0,0,1,"Eastern","Man",1,"Zhizhen","Luis","Sandu","Job-Gunter","Choong-soo","Sung-chul","Canfa","Male_Eastern",0,0,"White / Caucasian",32,1,1
1,1,0,1,0,0,1,1,"Eastern","Woman",2,"Dino","Willis","Jong-sei","Mandy","Alma","Ping","Sujin","Male_Eastern",0,0,"Asian / Pacific Islander",66,0,0
1,0,1,1,0,0,1,1,"Eastern","Man",0,"In-jin","Allen","Banjerd","Gontard","Ludger","Luis","Shaiwatna","Male_Eastern",0,0,"Hispanic / Latinx",40,1,0
0,1,1,1,0,0,1,1,"Eastern","Woman",1,"Heike","Kil-nam","Nidhi","Sung-chul","In-jin","Russell","Kitti","Male_Eastern",0,0,"Black or African American",61,0,0
1,0,1,1,1,0,1,1,"Western","Man",1,"Alastair","Jong-sei","Mandy","Sujin","Xinyuan","Krasae","Maria","Female_Western",0,1,"White / Caucasian",35,1,1
1,0,1,1,0,0,0,0,"Western","Man",0,"Udo","Gontard","Pichaet","Sujin","Ping","In-jin","Claus-Peter","Male_Western",0,0,"White / Caucasian",48,1,1
0,1,1,1,1,0,0,1,"Western","Woman",1,"Alastair","Kil-nam","Shenggen","In-jin","Lucetta","Gontard","Bethan","Female_Western",0,1,"White / Caucasian",42,0,1
1,1,1,0,0,0,0,1,"Western","Another gender not listed here:",1,"Banjerd","Engelbert","Kobchitt","Dino","Somran","Junliang","Renato","Male_Western",0,0,"White / Caucasian",33,0,1
1,1,1,0,0,0,0,1,"Western","Woman",2,"Beatrix","Jinghua","Ky-chun","Demetrio","Kitti","Chumsri","Jan","Male_Western",0,0,"Hispanic / Latinx",35,0,0
0,1,1,1,0,0,0,1,"Western","Woman",2,"Engelbert","Ditmar","Bok-ryeo","Canfa","Shenggen","Eugenia","Jan","Male_Western",0,0,"White / Caucasian",37,0,1
0,1,1,1,0,0,1,1,"Western","Woman",2,"Luis","Sung-chul","Hong-nam","Maria","Kwang-je","Pichaet","Ghillean","Male_Western",0,0,"White / Caucasian",59,0,1
0,1,1,1,0,0,0,1,"Eastern","Man",1,"Xinyuan","Saksri","Banjerd","Arun","Demetrio","Eugenia","Canfa","Male_Eastern",0,0,"White / Caucasian",26,1,1
0,1,1,1,1,0,1,1,"Western","Woman",1,"Sung-chul","Heike","Jong-sei","Roberto","Garry","Krasae","Shareen","Female_Western",0,1,"White / Caucasian",49,0,1
0,1,1,1,0,0,1,0,"Eastern","Woman",3,"Shenggen","Alma","Heike","Shareen","Pichaet","Allen","Xuhua","Male_Eastern",0,0,"White / Caucasian",58,0,1
0,1,1,1,0,0,1,1,"Western","Woman",2,"Xuhua","Anty","Jong-sei","Saksri","Sujin","Kyongae","Alastair","Male_Western",0,0,"White / Caucasian",55,0,1
1,1,0,1,1,0,0,1,"Western","Man",1,"Garry","Xinyuan","Junliang","Alastair","Sujin","Bok-ryeo","Anthea","Female_Western",0,1,"White / Caucasian",42,1,1
1,1,1,0,0,0,1,1,"Eastern","Man",1,"Bok-ryeo","Xinyuan","Russell","Engelbert","Gerardo","Nidhi","Sujin","Male_Eastern",0,0,"White / Caucasian",33,1,1
1,1,0,1,1,0,0,0,"Eastern","Woman",1,"Baek-in","Garry","Ian","Dorothy","Weilie","Dino","In-ho","Female_Eastern",1,0,"White / Caucasian",28,0,1
1,1,1,0,1,0,0,1,"Western","Woman",1,"Kitti","Luis","Alastair","Baek-in","Dong","Gernulf","Bettine","Female_Western",0,1,"White / Caucasian",47,0,1
1,0,1,1,1,0,1,1,"Western","Woman",2,"Willis","Ludger","Gernulf","Renata","Dino","Li","Dorothy","Female_Western",0,1,"White / Caucasian",39,0,1
0,1,1,1,0,0,1,1,"Eastern","Woman",1,"Renato","Xinyuan","Engelbert","In-jin","Lionello","Jean","Sujin","Male_Eastern",0,0,"White / Caucasian",37,0,1
0,1,1,1,1,0,0,1,"Eastern","Man",1,"Arun","Alastair","Xinyuan","Alma","Garry","Gernulf","Miaoqing","Female_Eastern",1,0,"Asian / Pacific Islander",20,1,0
1,1,1,0,1,0,0,1,"Western","Woman",1,"Dino","Greta","Udo","Longjin","Xuetao","Saksri","Dora","Female_Western",0,1,"White / Caucasian",39,0,1
0,1,1,1,0,0,0,1,"Eastern","Non-binary",3,"Yeong-hui","Choong-soo","Niyada","Nidhi","Mechtild","Kwang-je","Kil-nam","Male_Eastern",0,0,"White / Caucasian",29,0,1
0,1,1,1,0,0,1,1,"Western","Woman",2,"Jinghua","Bettine","Rachel","Krasae","Yong-pil","Udo","Alastair","Male_Western",0,0,"Asian / Pacific Islander",24,0,0
1,0,1,1,0,0,0,0,"Eastern","Woman",2,"Mechtild","Willis","Sung-chul","Dong","Dino","Ping","Ky-chun","Male_Eastern",0,0,"White / Caucasian",46,0,1
1,1,0,1,1,0,1,1,"Eastern","Woman",1,"Ning","Gerardo","Claus-Peter","Sandu","Kitti","Roberto","Kyongae","Female_Eastern",1,0,"White / Caucasian",41,0,1
1,0,1,1,0,0,0,1,"Eastern","Woman",0,"Arun","Alastair","Longjin","Choong-soo","Ferdinando","Wedig","Bong-ho","Male_Eastern",0,0,"White / Caucasian",74,0,1
0,1,1,1,0,0,0,0,"Western","Woman",2,"Alastair","Wedig","Ning","Engelbert","Dora","Sandu","Lino","Male_Western",0,0,"White / Caucasian",29,0,1
0,1,1,1,0,0,1,0,"Western","Woman",1,"Alastair","Xinyuan","Rachel","Ditmar","Russell","Luis","Allen","Male_Western",0,0,"Asian / Pacific Islander",40,0,0
1,1,0,1,0,0,0,0,"Eastern","Man",3,"Niyada","Alma","Xuhua","Kil-nam","Lionello","Zhizhen","Yong-pil","Male_Eastern",0,0,"White / Caucasian",36,1,1
0,1,1,1,0,0,0,1,"Eastern","Woman",1,"Jong-sei","Xinyuan","Thida","Krasae","Jinghua","Alastair","Ping","Male_Eastern",0,0,"Asian / Pacific Islander",25,0,0
0,1,1,1,0,0,1,1,"Western","Non-binary",1,"Gerardo","Kitti","Lionello","In-jin","Ailsa","Xinyuan","Dino","Male_Western",0,0,"Black or African American",23,0,0
1,1,1,0,0,0,0,0,"Eastern","Woman",3,"Xuetao","In-jin","Raymond","Kyongae","Dorothy","Wenying","Saksri","Male_Eastern",0,0,"White / Caucasian",39,0,1
1,1,0,1,1,0,1,1,"Eastern","Woman",0,"Xuetao","Ping","Yong-pil","Luis","Gontard","Sandu","Krisana","Female_Eastern",1,0,"White / Caucasian",50,0,1
0,1,1,1,0,0,0,1,"Eastern","Man",1,"Longjin","Xinyuan","Canfa","Krisana","Sandu","Arun","Nidhi","Male_Eastern",0,0,"White / Caucasian",60,1,1
1,1,1,0,0,0,0,0,"Eastern","Man",1,"Engelbert","Sandu","Dino","Alastair","Isabel","Sujin","In-jin","Male_Eastern",0,0,"Black or African American",78,1,0
0,1,1,1,1,0,1,1,"Eastern","Man",1,"Bong-ho","Kitti","Somran","Ludger","Kwang-je","Xiaoyi","Runglawan","Female_Eastern",1,0,"White / Caucasian",38,1,1
