"ParticipantID","western_female","eastern_female","female_pick","gender_feedback","western_participant","eastern_participant","higher_incentive","Chinese_female","SouthKorean_female","Italian_female","German_female","is_chinese_participant","is_korean_participant","is_italian_participant","is_german_participant","gender_male","race_white","age","country","cond","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q33_9","Q33_10","Q33_11","Q33_12","Q33_13","Q33_14","Q33_15","Q33_16","Q33_17","Q33_18","Q33_19","Q33_20","Q33_21","Q33_22","Q33_23","Q33_24","Professor1","Professor2","Professor3","Professor4","Professor5","Professor6","Professor7","Professor8","Professor9","Professor10","Professor11","Professor12","Professor13","Professor14","Professor15","Professor16","Professor17","Professor18","Professor19","Professor20","Professor21","Professor22","Professor23","Professor24","P_gender_unrecognized"
1091,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,24,"Italy","control","Unknown","Male","Female","Male","Unknown","Unknown","Unknown","Male","Male","Female","Female","Male","Unknown","Unknown","Unknown","Unknown","Male","Male","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Gontard","Lino","Renata","Demetrio","Sung-chul","Ky-chun","Choong-soo","Ludger","Ferdinando","Bettine","Longjin","Gernulf","Xuetao","Ping","Jinghua","Ning","Renato","Udo","Luis","Job-Gunter","Bong-ho","Xuhua","In-jin","Hei-sook",0.541666666666667
1092,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,28,"Italy","control","Female","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Male","Male","Male","Male","Unknown","Unknown","Male","Male","Unknown","Unknown","Male","Augusta","Sung-hee","Weilie","Sung-chul","Bong-ho","Ethel","Kwang-je","Xuetao","In-jin","Ludger","Jong-sei","Jan","Shenggen","Dino","Demetrio","Renato","Claus-Peter","Yunhui","Ping","Lionello","Engelbert","Longjin","Gernulf","Ferdinando",0.583333333333333
1093,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25,"Germany","control","Unknown","Unknown","Unknown","Unknown","Male","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Gontard","Gerardo","Ditmar","Baek-in","Roberto","Job-Gunter","Xiaoyi","Lino","Jan","Dino","Ping","Yeong-hui","Choong-soo","Demetrio","Ethel","Xuhua","Shenggen","Yong-pil","Canfa","In-jin","Xuetao","Udo","Sung-chul","Mariassunta",0.916666666666667
1094,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,37,"Germany","control","Female","Male","Male","Male","Unknown","Male","Unknown","Female","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Male","Unknown","Female","Ana","Jan","Lionello","Gontard","Kyongae","Engelbert","Ky-chun","Canfa","Longjin","Jong-sei","Lino","Xuetao","Sucheng","Baek-in","Luis","In-jin","Choong-soo","Xinyuan","Udo","Wedig","Junliang","Dino","Ciro","Renata",0.583333333333333
1095,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,22,"Germany","treat","Unknown","Unknown","Female","Male","Male","Male","Male","Unknown","Male","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Female","Male","Female","Male","Unknown","Unknown","Female","Unknown","Unknown","Xuetao","Yong-pil","Ethel","Gontard","Dino","Demetrio","Ludger","Xuhua","Jan","Bong-ho","Choong-soo","Udo","Gerardo","In-ho","In-jin","Augusta","Renato","Weilie","Lionello","Jinghua","Ning","Canfa","Gernulf","Kwang-je",0.5
1096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25,"Germany","control","Male","Female","Female","Male","Male","Male","Male","Male","Male","Female","Female","Female","Female","Female","Male","Male","Male","Male","Male","Male","Male","Female","Male","Female","Ludger","Jong-sei","Weilie","Luis","Choong-soo","Canfa","Wedig","Bong-ho","Dino","Ky-chun","Renato","Sung-chul","Bettine","Xinyuan","Bok-ryeo","Jan","Udo","Xuetao","Wenying","Ditmar","Lino","Longjin","Augusta","Lionello",0
1097,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,31,"Germany","treat","Male","Female","Male","Male","Male","Female","Male","Male","Female","Male","Female","Male","Male","Male","Female","Female","Female","Male","Male","Male","Male","Male","Female","Male","Ditmar","Lino","Wedig","Jan","Miaoqing","Hwa-jin","Ludger","Udo","Weilie","Roberto","Choong-soo","Jinghua","Kwang-je","Ping","Alma","Sung-chul","Melanie","Longjin","Bong-ho","Xinyuan","Demetrio","Gerardo","Renato","Kil-nam",0
1098,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,46,"Germany","control","Female","Unknown","Female","Male","Female","Female","Unknown","Female","Female","Unknown","Female","Male","Male","Male","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Male","Male","Male","Unknown","Mariassunta","Xuetao","Jong-sei","Udo","Jinghua","Xuhua","Shenggen","Ethel","Hei-sook","Ciro","Choong-soo","Jan","Demetrio","Engelbert","Kwang-je","Ky-chun","Job-Gunter","Gontard","Wenying","Xinyuan","Dino","Renato","Roberto","Yong-pil",0.375
1099,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,32,"Germany","treat","Unknown","Male","Unknown","Male","Unknown","Male","Female","Unknown","Unknown","Unknown","Unknown","Male","Male","Unknown","Unknown","Female","Male","Unknown","Male","Unknown","Male","Unknown","Unknown","Male","Ky-chun","Dino","Li","Ferdinando","Bok-ryeo","Udo","Beatrix","Kwang-je","Sung-chul","Xuhua","Longjin","Claus-Peter","Gerardo","Baek-in","Xinyuan","Maria","Lionello","Kil-nam","Roberto","Wedig","Ditmar","Junliang","Ping","Job-Gunter",0.541666666666667
1100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,26,"Germany","control","Unknown","Male","Male","Male","Male","Unknown","Male","Female","Unknown","Female","Female","Female","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Male","Unknown","Male","Unknown","Unknown","Male","Longjin","Ditmar","Engelbert","Ludger","Claus-Peter","Bok-ryeo","Job-Gunter","Weilie","Lino","Stefania","Jinghua","Ana","Xiaoyi","Bong-ho","Roberto","Choong-soo","Xinyuan","Jong-sei","Renato","Junliang","Luis","Ky-chun","Kwang-je","Ferdinando",0.458333333333333
1101,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,33,"Germany","treat","Male","Female","Unknown","Male","Female","Female","Female","Female","Male","Female","Male","Male","Male","Female","Male","Male","Female","Female","Male","Male","Male","Male","Male","Unknown","Gerardo","Xinyuan","Dino","Claus-Peter","Xuhua","Ping","Alma","Choong-soo","Yong-pil","Sung-chul","Kil-nam","Junliang","Demetrio","Greta","Jan","Roberto","Yinhe","In-jin","Gernulf","Yeong-hui","Ferdinando","Wedig","Job-Gunter","Shenggen",0.0833333333333333
1102,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,20,"Germany","treat","Male","Male","Male","Female","Male","Male","Male","Female","Female","Male","Male","Male","Male","Female","Male","Male","Male","Male","Male","Male","Male","Female","Male","Female","Choong-soo","Gontard","In-jin","Xuhua","Shenggen","Demetrio","Roberto","Canfa","Wenying","Longjin","Yong-pil","Udo","Ferdinando","Renata","Luis","Kil-nam","Xuetao","Engelbert","Wedig","Gernulf","Yeong-hui","Baek-in","Lionello","Melanie",0
1103,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,60,"Germany","treat","Unknown","Unknown","Female","Unknown","Unknown","Female","Male","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Demetrio","Ludger","Ana","Weilie","Kil-nam","Eugenia","Claus-Peter","Bok-ryeo","Lino","Wedig","Xuetao","Udo","Baek-in","Ky-chun","Ning","Lionello","Sung-chul","Roberto","Luis","Shenggen","Choong-soo","Jinghua","Job-Gunter","Xuhua",0.791666666666667
1104,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,24,"Germany","treat","Male","Male","Male","Male","Female","Female","Male","Male","Female","Female","Male","Female","Female","Male","Male","Male","Male","Male","Male","Male","Female","Male","Female","Female","Kwang-je","Gerardo","Job-Gunter","Ditmar","Ethel","Kil-nam","Claus-Peter","Wedig","Canfa","Jinghua","Dino","Ky-chun","Sung-hee","Junliang","Sung-chul","Lionello","Ciro","Baek-in","Engelbert","Dong","Lucetta","Lino","Xuhua","Ping",0
1105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,26,"Germany","control","Male","Male","Male","Female","Male","Female","Male","Male","Male","Female","Male","Male","Male","Male","Male","Male","Female","Female","Male","Male","Male","Female","Male","Male","Gontard","Wedig","Ciro","Xuetao","Ky-chun","Jinghua","Claus-Peter","Ping","Sung-chul","Xinyuan","Ditmar","Luis","Longjin","Kwang-je","Bong-ho","Lino","Lucetta","Ana","Ferdinando","Jan","Bok-ryeo","In-jin","Yunhui","Lionello",0
1106,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,23,"Germany","treat","Male","Unknown","Male","Male","Female","Unknown","Male","Male","Unknown","Male","Unknown","Unknown","Male","Unknown","Female","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Male","Unknown","Male","Udo","Jong-sei","Dino","Ditmar","Dora","Sucheng","Weilie","Xinyuan","Lino","Demetrio","Kwang-je","Ciro","Ethel","Jan","Jinghua","Kyongae","In-jin","Choong-soo","Gernulf","Junliang","Longjin","Engelbert","Sung-chul","Ferdinando",0.5
1107,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,28,"Germany","treat","Unknown","Male","Unknown","Unknown","Male","Male","Female","Male","Female","Female","Male","Female","Female","Male","Male","Male","Male","Unknown","Female","Male","Female","Male","Female","Female","Ping","Luis","Ciro","Xuhua","Job-Gunter","Wedig","Lino","Demetrio","Li","Eugenia","Yong-pil","In-jin","Bettine","Yeong-hui","Gernulf","Ferdinando","Engelbert","Sung-chul","Weilie","Kil-nam","Gontard","Longjin","Choong-soo","Xuetao",0.166666666666667
1108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,28,"Germany","control","Male","Female","Male","Male","Male","Female","Male","Male","Female","Female","Male","Female","Male","Male","Female","Female","Male","Male","Male","Male","Male","Male","Male","Female","Ky-chun","Xiaoyi","Baek-in","Xuetao","Junliang","Kwang-je","Shenggen","Jan","Jinghua","Yeong-hui","Gontard","In-jin","Ditmar","Ludger","Greta","Weilie","Yong-pil","Claus-Peter","Lino","Renato","Lionello","Roberto","Dino","Maria",0
1109,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,34,"Germany","treat","Female","Male","Unknown","Male","Unknown","Unknown","Male","Unknown","Unknown","Male","Male","Male","Female","Male","Male","Unknown","Male","Unknown","Female","Male","Unknown","Unknown","Male","Female","Yinhe","Ludger","Baek-in","Ferdinando","Bok-ryeo","Xinyuan","Gerardo","Xuetao","Weilie","Engelbert","Ky-chun","Job-Gunter","Ping","Lionello","Kil-nam","Wedig","Roberto","Sung-chul","Maria","Claus-Peter","Longjin","In-jin","Luis","Ana",0.375
1110,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,26,"Germany","treat","Male","Unknown","Unknown","Female","Unknown","Male","Female","Unknown","Male","Male","Unknown","Unknown","Male","Female","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Male","Job-Gunter","Hei-sook","Longjin","Augusta","Wenying","Gerardo","Demetrio","Jong-sei","Luis","Renato","Junliang","Ky-chun","Jan","Beatrix","In-jin","Lionello","Sung-chul","Jinghua","Xuetao","Gernulf","Udo","Kil-nam","Xinyuan","Wedig",0.541666666666667
1111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,33,"Germany","control","Unknown","Unknown","Male","Male","Female","Unknown","Male","Male","Unknown","Unknown","Unknown","Male","Female","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Male","Unknown","Unknown","Male","Female","Shenggen","Weilie","Udo","Roberto","Heike","Yunhui","Jan","Claus-Peter","Hwa-jin","Ciro","Xinyuan","Renato","Choong-soo","Baek-in","Bong-ho","Xuetao","Longjin","Ditmar","Ludger","Lino","Kwang-je","Kil-nam","Gerardo","Maria",0.541666666666667
1112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,26,"Germany","control","Unknown","Female","Unknown","Unknown","Female","Unknown","Male","Male","Unknown","Unknown","Male","Unknown","Unknown","Female","Unknown","Male","Unknown","Male","Female","Female","Unknown","Unknown","Male","Male","Choong-soo","Choon-mie","Jinghua","In-jin","Baek-in","Wedig","Gontard","Lino","Ciro","Li","Gernulf","Weilie","Ludger","Ky-chun","Dino","Ferdinando","Xuetao","Renato","Renata","Xuhua","Shenggen","Mechtild","Yong-pil","Engelbert",0.5
1113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,35,"Germany","control","Female","Male","Male","Male","Unknown","Male","Male","Male","Male","Unknown","Male","Female","Female","Female","Female","Unknown","Female","Unknown","Male","Male","Male","Male","Male","Unknown","Jinghua","Kwang-je","Wedig","Lionello","In-jin","Dino","Ditmar","Claus-Peter","Dong","Ky-chun","Gontard","Ethel","Ping","Junliang","Sung-chul","Xuetao","Mariassunta","In-ho","Jong-sei","Ciro","Gerardo","Gernulf","Demetrio","Xinyuan",0.208333333333333
1114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,19,"Germany","control","Male","Male","Male","Male","Male","Female","Unknown","Male","Male","Female","Male","Unknown","Unknown","Unknown","Unknown","Female","Male","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Male","Demetrio","Jan","Luis","Kil-nam","Lino","Lucetta","Xinyuan","Job-Gunter","Engelbert","Yinhe","Ditmar","Sung-hee","Wedig","Junliang","Xuetao","Trude","Renato","Longjin","Choong-soo","Baek-in","Ciro","Ky-chun","Bong-ho","Weilie",0.416666666666667
1115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,30,"Germany","control","Female","Unknown","Male","Female","Unknown","Male","Unknown","Male","Unknown","Female","Unknown","Unknown","Unknown","Male","Male","Male","Unknown","Unknown","Male","Female","Unknown","Male","Male","Male","Ky-chun","Kil-nam","Jan","Weilie","Jinghua","Hong-nam","Jong-sei","Gontard","Xuhua","Augusta","Wedig","Canfa","Ning","Bong-ho","Ludger","Ciro","Choong-soo","Lino","Lionello","Trude","Xinyuan","Renato","Luis","Job-Gunter",0.416666666666667
1116,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,26,"Germany","treat","Male","Male","Male","Male","Male","Male","Male","Female","Male","Male","Female","Female","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Male","Ciro","Yong-pil","Xuhua","Ky-chun","Udo","Lionello","Job-Gunter","Miaoqing","Wedig","Gontard","Renata","Canfa","Baek-in","In-jin","Luis","Demetrio","Yeong-hui","Trude","Kil-nam","Dino","Engelbert","Xuetao","Weilie","Shenggen",0
1117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25,"Germany","control","Male","Male","Male","Unknown","Unknown","Unknown","Female","Unknown","Male","Female","Male","Male","Male","Female","Male","Unknown","Male","Male","Male","Unknown","Female","Female","Male","Unknown","Gerardo","Ciro","Dino","Baek-in","Jinghua","Ditmar","Kwang-je","Longjin","Gernulf","Alma","Junliang","Gontard","Ferdinando","Jong-sei","Ludger","Mechtild","In-young","Lino","Xuetao","Ky-chun","Xuhua","Miaoqing","Udo","Bong-ho",0.291666666666667
1118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,22,"Germany","control","Female","Male","Female","Female","Male","Male","Female","Male","Male","Male","Male","Female","Male","Male","Male","Female","Female","Male","Male","Male","Female","Male","Female","Male","Ping","Hei-sook","Xuhua","Choong-soo","Claus-Peter","Lionello","Yong-pil","Baek-in","Weilie","Gerardo","Sung-chul","Jinghua","Ludger","Jan","Luis","Eugenia","Longjin","Job-Gunter","Ferdinando","Engelbert","Yunhui","Bong-ho","Beatrix","Renato",0
1119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,23,"Germany","control","Female","Male","Male","Female","Male","Male","Male","Female","Female","Male","Female","Male","Female","Female","Male","Female","Male","Male","Male","Male","Female","Female","Female","Male","In-jin","Kil-nam","Ditmar","Anty","Ludger","Gontard","Ciro","Sung-chul","Beatrix","Lino","Xinyuan","Kyongae","Gernulf","Ping","Luis","Weilie","Job-Gunter","Xuetao","Gerardo","Renato","Kwang-je","Miaoqing","Canfa","Yong-pil",0
1120,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,20,"Germany","treat","Male","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Male","Female","Male","Female","Unknown","Unknown","Female","Male","Unknown","Male","Ferdinando","Jan","Engelbert","In-jin","Sung-chul","Yong-pil","Jinghua","Kil-nam","Yeong-hui","Ping","Job-Gunter","Gernulf","Xinyuan","Dino","Lionello","Kwang-je","Ethel","Canfa","Demetrio","Xuhua","Dora","Renato","Zhizhen","Claus-Peter",0.125
1121,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,42,"Germany","treat","Male","Unknown","Male","Male","Male","Male","Male","Male","Unknown","Male","Male","Female","Unknown","Male","Male","Male","Male","Male","Male","Unknown","Male","Male","Male","Male","Renato","Weilie","Gontard","Choong-soo","Kwang-je","Udo","Li","Lionello","Canfa","Jinghua","Ferdinando","Bettine","Kyongae","Ditmar","Xuhua","Kil-nam","Ky-chun","Baek-in","Gerardo","Mariassunta","Wedig","Claus-Peter","Ping","Dino",0.166666666666667
1122,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,41,"Germany","treat","Male","Female","Female","Female","Female","Male","Male","Male","Female","Male","Female","Female","Male","Male","Male","Female","Female","Female","Female","Male","Female","Male","Female","Female","Baek-in","Jinghua","Luis","Engelbert","Ning","Roberto","Gerardo","Xuhua","Wedig","Jong-sei","Bettine","Choong-soo","Xinyuan","Job-Gunter","Kil-nam","Jan","Renata","In-jin","Ciro","Xuetao","Udo","Kyongae","Demetrio","Canfa",0
1123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,58,"Germany","control","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Male","Male","Unknown","Male","Unknown","Unknown","Male","Female","Unknown","Unknown","Unknown","Male","Male","Unknown","Unknown","Unknown","Male","Unknown","Mechtild","Kil-nam","Gontard","Weilie","In-jin","Sung-chul","Udo","Lionello","Sucheng","Lino","Ferdinando","Bong-ho","Ludger","Lucetta","Xuhua","In-young","Wedig","Ciro","Gernulf","Xinyuan","Ky-chun","Junliang","Roberto","Jinghua",0.625
1124,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,26,"Germany","treat","Female","Male","Female","Male","Male","Unknown","Unknown","Female","Male","Male","Male","Unknown","Unknown","Unknown","Female","Male","Male","Male","Male","Unknown","Unknown","Male","Male","Male","Choong-soo","Gerardo","Alma","Shenggen","Gontard","Xinyuan","Junliang","Wedig","Lionello","Demetrio","Claus-Peter","Xuhua","Canfa","Ky-chun","Beatrix","Zhizhen","Ferdinando","Ciro","Jan","Kil-nam","Hong-nam","Sung-chul","Jong-sei","Job-Gunter",0.291666666666667
1125,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,38,"Germany","treat","Male","Unknown","Male","Unknown","Unknown","Unknown","Male","Female","Male","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Female","Male","Male","Unknown","Unknown","Unknown","Unknown","Female","Weilie","Jinghua","Jan","Bong-ho","Choong-soo","Claus-Peter","Demetrio","Canfa","Dino","Luis","In-young","Baek-in","Yong-pil","Wedig","Ciro","Ferdinando","Alma","Gernulf","Udo","In-jin","Shenggen","Mechtild","Xuetao","Ning",0.541666666666667
1126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,26,"Germany","control","Unknown","Male","Female","Male","Male","Unknown","Male","Male","Female","Female","Female","Female","Male","Male","Female","Male","Male","Female","Female","Male","Female","Unknown","Female","Male","Xuhua","Dino","Ping","Claus-Peter","Gerardo","Wedig","Gontard","Bok-ryeo","Jinghua","Ciro","Trude","Canfa","Renato","Ditmar","Longjin","Yong-pil","Baek-in","Ky-chun","Sung-chul","Jan","Stefania","Bong-ho","Yunhui","Lino",0.125
1127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,25,"Germany","control","Female","Female","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Female","Male","Male","Female","Male","Female","Female","Male","Male","Male","Female","Male","Ciro","Xinyuan","Dino","Hwa-jin","Mechtild","Ludger","Bong-ho","Xuhua","Gontard","Choong-soo","Yunhui","Luis","Ky-chun","Junliang","Jan","Sung-chul","Roberto","Jong-sei","Longjin","Lionello","Weilie","Gernulf","Renata","Udo",0
1128,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,55,"Germany","control","Male","Female","Male","Male","Male","Female","Male","Male","Male","Male","Male","Unknown","Unknown","Female","Male","Male","Male","Female","Unknown","Unknown","Male","Male","Female","Unknown","Ping","Jinghua","Udo","Junliang","Dino","Sung-chul","Ning","Jong-sei","Ciro","Gontard","Jan","Ky-chun","Choong-soo","Greta","Xuetao","Roberto","Claus-Peter","Xuhua","Kil-nam","Hei-sook","Lionello","Renato","Mariassunta","Wedig",0.208333333333333
1129,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,34,"Germany","control","Male","Unknown","Unknown","Unknown","Female","Unknown","Unknown","Male","Male","Male","Female","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Male","Unknown","Unknown","Male","Unknown","Ferdinando","Junliang","Lino","Kwang-je","Beatrix","Xuetao","In-ho","Udo","Jan","Ditmar","Stefania","Shenggen","Dino","Wedig","Jong-sei","Jinghua","Canfa","Choong-soo","Demetrio","Renato","Ky-chun","Xiaoyi","Gernulf","In-jin",0.583333333333333
1130,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,56,"Germany","treat","Male","Male","Female","Female","Male","Male","Female","Female","Female","Male","Female","Male","Male","Male","Male","Female","Male","Male","Female","Female","Male","Male","Female","Male","Kil-nam","Jan","Renato","Xinyuan","Longjin","Demetrio","Lionello","In-jin","Miaoqing","Job-Gunter","Dora","Dino","Shenggen","Xuetao","Ferdinando","In-young","Baek-in","Gernulf","Ky-chun","Jong-sei","Weilie","Gontard","Ethel","Claus-Peter",0
1131,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,32,"Germany","treat","Female","Female","Male","Male","Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Female","Unknown","Unknown","Male","Male","Unknown","Unknown","Male","Unknown","Male","Jinghua","Augusta","Ludger","Zhizhen","Luis","Roberto","Gontard","Heike","Job-Gunter","Shenggen","Weilie","Lino","Baek-in","Hong-nam","Ping","Canfa","In-jin","Renato","Ditmar","Kil-nam","Sung-chul","Lionello","Kwang-je","Jan",0.208333333333333
1132,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,32,"Germany","treat","Male","Male","Male","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Male","Unknown","Female","Female","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Male","Unknown","Unknown","Unknown","Unknown","Ferdinando","Jan","Job-Gunter","Kwang-je","Baek-in","Longjin","Sung-hee","Luis","Jinghua","Udo","Xuetao","Eugenia","Melanie","Xuhua","Jong-sei","Demetrio","Ning","Ciro","Engelbert","Gernulf","Lionello","In-jin","Ky-chun","Weilie",0.625
1133,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,23,"Germany","treat","Female","Female","Female","Male","Female","Female","Male","Female","Female","Male","Male","Female","Male","Male","Female","Male","Male","Female","Female","Female","Male","Male","Female","Female","Lino","Longjin","In-jin","Ditmar","Shenggen","Gernulf","Kil-nam","Xuetao","Canfa","Gontard","Yeong-hui","Xiaoyi","Ferdinando","Job-Gunter","Beatrix","Ciro","Yong-pil","Bong-ho","Engelbert","Anty","Gerardo","Demetrio","Jong-sei","Ping",0
1134,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,58,"Germany","treat","Female","Male","Female","Male","Male","Female","Male","Female","Male","Male","Male","Male","Male","Female","Male","Male","Female","Female","Male","Male","Male","Male","Female","Female","Wenying","Yong-pil","Ping","Longjin","Yeong-hui","In-jin","Claus-Peter","Xinyuan","Jong-sei","Demetrio","Renato","Roberto","Job-Gunter","Sung-chul","Xuetao","Luis","Shenggen","Greta","Dino","Jan","Gontard","Gernulf","Renata","Kil-nam",0
1135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,21,"Germany","control","Male","Male","Female","Male","Male","Female","Female","Male","Male","Female","Female","Male","Male","Female","Male","Female","Female","Male","Female","Female","Male","Male","Female","Male","Jong-sei","Dino","In-jin","Ciro","Bong-ho","Bettine","Junliang","Udo","Shenggen","Gernulf","Mariassunta","Gontard","Engelbert","Yong-pil","Yeong-hui","Jan","Xuetao","Lionello","Sung-chul","Yinhe","Luis","Weilie","Xinyuan","Ferdinando",0
1136,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,37,"Germany","treat","Male","Female","Male","Male","Male","Male","Male","Male","Male","Unknown","Male","Female","Female","Male","Male","Female","Female","Male","Male","Male","Male","Female","Female","Female","Claus-Peter","Sung-hee","Kwang-je","Jan","Bong-ho","Lionello","Lino","Demetrio","Ferdinando","Ping","Engelbert","Wenying","Canfa","Gernulf","Ditmar","Ana","Xuhua","Baek-in","Sung-chul","Roberto","Yong-pil","Lucetta","Xinyuan","Weilie",0.0416666666666667
1137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,66,"Germany","control","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Male","Unknown","Unknown","Unknown","Male","Unknown","Unknown","Unknown","Unknown","Unknown","Yong-pil","Jan","Bong-ho","Choong-soo","Gerardo","Udo","Weilie","Renato","Miaoqing","Ciro","Luis","Junliang","Lionello","Claus-Peter","Job-Gunter","Shenggen","Kwang-je","Lucetta","Engelbert","Longjin","Kil-nam","Sung-hee","Bettine","Xuetao",0.791666666666667
1138,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,34,"Germany","treat","Female","Male","Male","Male","Male","Male","Male","Unknown","Male","Male","Male","Female","Female","Female","Male","Male","Female","Female","Male","Male","Male","Male","Female","Female","Choong-soo","Jong-sei","Gerardo","Engelbert","Demetrio","Udo","Bong-ho","Ping","Ferdinando","Luis","Jinghua","Yong-pil","Zhizhen","Canfa","Xuetao","Gernulf","Alma","Greta","Jan","Dino","Hong-nam","Job-Gunter","Xinyuan","In-jin",0.0416666666666667
1139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,30,"Germany","control","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Male","Unknown","Male","Male","Male","Unknown","Female","Female","Male","Male","Male","Unknown","Unknown","Male","Male","Unknown","Unknown","Jong-sei","Sucheng","Mariassunta","Ping","Hei-sook","In-jin","Sung-chul","Udo","Shenggen","Ludger","Job-Gunter","Gernulf","Yong-pil","Melanie","Junliang","Gerardo","Dino","Roberto","Ciro","Xuetao","Engelbert","Demetrio","Jinghua","Kil-nam",0.541666666666667
